name,location,price,mileage,date,image_url,listing_url
Toyota Yaris 2008 Car,Kandy,6790000,153000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-yaris-1714530441.jpg,https://riyasewana.com/cars/toyota-yaris-2008-kandy-rs-6790000-153000-km-2025-02-17
Toyota WIGO 2017 Car,Gampola,,,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-wigo-2017-1714480912141.jpg,https://riyasewana.com/cars/toyota-wigo-2017-gampola
Toyota WIGO 2017 Car,Gampola,,,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-wigo-2017-1714480912141.jpg,https://riyasewana.com/cars/toyota-wigo-2017-gampola
Toyota Prius G Touring 2009,Warakapola,6850000,51000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-prius-g-2009-1714473412251.jpg,https://riyasewana.com/cars/toyota-prius-g-touring-2009-1714473412251
Toyota Belta 2008,Kalutara,8800000,186500,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-belta-2008-1714424912971.jpg,https://riyasewana.com/cars/toyota-belta-2008-1714424912971
Suzuki WAGON R FZ PREMIUM 2018,Gampola,6685000,24000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-1714403212051.jpg,https://riyasewana.com/cars/suzuki-wagon-r-fz-premium-2018-1714403211051
Suzuki SPACIA 2015,Malabe,6250000,116000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-spacia-17143841631.jpg,https://riyasewana.com/cars/suzuki-spacia-2015-17143841631
Suzuki SPACIA CUSTOM 2017,Malabe,6990000,71800,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-1714371119.jpg,https://riyasewana.com/cars/suzuki-spacia-custom-2017-malabe-171437
Toyota Yaris 2010,Kandy,6900000,81000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-yaris-2010-1714280412691.jpg,https://riyasewana.com/cars/toyota-yaris-2010-kandy-171428
Mitsubishi Lancer CS1 GLX 2010,Colombo,6375000,160000,2025-02-17,https://riyasewana.com/thumb/thumbmitsubishi-lancer-cs1-2010-1714274812421.jpg,https://riyasewana.com/cars/mitsubishi-lancer-cs1-glx-2010-colombo-171427
Suzuki Wagon R Stingray 2018,Kaduwela,6950000,0,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-171351314561.jpg,https://riyasewana.com/cars/suzuki-wagon-r-stingray-2018-kaduwela-171351
Suzuki Wagon R FZ 2018,Battaramulla,6875000,100000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-1713423012811.jpg,https://riyasewana.com/cars/suzuki-wagon-r-fz-2018-battaramulla-171342
Toyota Vitz Safety 2016,Tangalle,7450000,87000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-vitz-safety-171330424951.jpg,https://riyasewana.com/cars/toyota-vitz-safety-2016-tangalle-171330
Toyota Axio G Grade 2008 Car,Panadura,137000,1815195612411,2025-02-13,https://riyasewana.com/thumb/thumbtoyota-axio-g-2008-1815195612411.jpg,https://riyasewana.com/cars/toyota-axio-g-grade-2008-1815195612411
Daihatsu Mira 2016 Car,Piliyandala,Negotiable,81100,2025-02-14,https://riyasewana.com/thumb/thumbdaihatsu-mira-141212152411.jpg,https://riyasewana.com/cars/daihatsu-mira-2016-141212152411
Suzuki Celerio X 2018 Car,Kurunegala,6100000,29000,2025-02-16,https://riyasewana.com/thumb/thumbsuzuki-celerio-x-2018-169583613001.jpg,https://riyasewana.com/cars/suzuki-celerio-x-2018-169583613001
Toyota Allion 260 2010 Car,Colombo,Negotiable,138000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-allion-260-229115310942.jpg,https://riyasewana.com/cars/toyota-allion-260-2010-229115310942
Suzuki Wagon R 2018,Kandy,7490000,39000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-suzuki-wagon-2018-1712092212551.jpg,https://riyasewana.com/cars/suzuki-wagon-r-2018-kandy-7490000-39000-km-2025-02-17
Suzuki Wagon R FX Safety 2017,Ambalangoda,6150000,160000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1712034322541.jpg,https://riyasewana.com/cars/suzuki-wagon-r-fx-safety-2017-ambalangoda-6150000-160000-km-2025-02-17
Toyota Prius 2011 Car,Kurunegala,9000000,210000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-prius-2011-2011-1712575412791.jpg,https://riyasewana.com/cars/toyota-prius-2011-2011-1712575412791
Suzuki Wagon R 2018 Car,Horana,6990000,83695,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-wagonr-171249144621.jpg,https://riyasewana.com/cars/suzuki-wagon-r-2018-171249144621
Toyota Axio 2010 Car,Colombo,8290000,148263,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-axio-1712344810851.jpg,https://riyasewana.com/cars/toyota-axio-2010-1712344810851
Mercedes-Benz - KOMPESSOR C180 2003 Car,Colombo,7690000,88747,2025-02-17,https://riyasewana.com/thumb/thumbmercedes-benz-benz-kompessor-1712311531.jpg,https://riyasewana.com/cars/mercedes-benz-kompressor-c180-2003-1712311531
Toyota Vitz 2016 Car,Colombo,7600000,65000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-vitz-car-17121904611.jpg,https://riyasewana.com/cars/toyota-vitz-2016-17121904611
Toyota YARIS 2012 Car,Boralesgamuwa,7900000,127000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-yaris-2012-1711183912991.jpg,https://riyasewana.com/cars/toyota-yaris-2012-1711183912991.html
Toyota Vitz 2017 Car,Kadawatha,7990000,80000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-vitz-171112414241.jpg,https://riyasewana.com/cars/toyota-vitz-171112414241.html
Toyota Aqua S Grade 2013 Car,Homagama,7975000,134000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-aqua-s-1711024791.jpg,https://riyasewana.com/cars/toyota-aqua-s-1711024791.html
Honda Civic FD1 2008 Car,Boralesgamuwa,7490000,205000,2025-02-17,https://riyasewana.com/thumb/thumbhonda-civic-fd1-17110043151.jpg,https://riyasewana.com/cars/honda-civic-fd1-17110043151.html
Honda Fit Shuttle Gp2 2012 Car,Negombo,8550000,,2025-02-17,https://riyasewana.com/thumb/thumbhonda-fit-shuttle-171037164691.jpg,https://riyasewana.com/cars/honda-fit-shuttle-171037164691.html
Toyota VITZ 2015,Boralesgamuwa,7275000,82000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-vitz-17113753801.jpg,https://riyasewana.com/cars/toyota-vitz-2015-17113753801.html
Kia Rio 2015,Boralesgamuwa,8250000,96000,2025-02-17,https://riyasewana.com/thumb/thumbkia-rio-17113315121.jpg,https://riyasewana.com/cars/kia-rio-2015-17113315121.html
Suzuki Spacia Custom 2017,Colombo,6950000,39000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-2017-171131312893.jpg,https://riyasewana.com/cars/suzuki-spacia-custom-2017-171131312893.html
Toyota Axio X 2008,Jaffna,7390000,190000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-axio-x-17112801402.jpg,https://riyasewana.com/cars/toyota-axio-x-2008-17112801402.html
Toyota Allion 2007,Boralesgamuwa,8400000,180000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-alllion-2007-1711184712351.jpg,https://riyasewana.com/cars/toyota-allion-2007-1711184712351.html
Honda Fit GP4 2012 Car,Kandy,7250000,136000,2025-02-17,"https://riyasewana.com/thumb/thumbhonda-fit-
gp4-171029144041.jpg",https://riyasewana.com/cars/honda-fit-gp4-2012-kandy-171029144041
Toyota IST 2007 Car,Negombo,6675000,1254,2025-02-17,"https://riyasewana.com/thumb/thumbtoyota-toyota-
ist-1710290222721.jpg",https://riyasewana.com/cars/toyota-ist-2007-negombo-1710290222721
Toyota Vitz 2017 Car,Ja-Ela,8400000,41000,2025-02-17,"https://riyasewana.com/thumb/thumbtoyota-
vitz-161823204061.jpg",https://riyasewana.com/cars/toyota-vitz-2017-ja-ela-161823204061
Toyota Axio 2014 Car,Pannala,8975000,156000,2025-02-17,"https://riyasewana.com/thumb/thumbtoyota-
axio-2014-1710254512551.jpg",https://riyasewana.com/cars/toyota-axio-2014-pannala-1710254512551
Suzuki Spacia Custom 2017 Car,Negombo,6875000,10200,2025-02-17,"https://riyasewana.com/thumb/thumbsuzuki-
specia-custom-17102256429163.jpg",https://riyasewana.com/cars/suzuki-spacia-custom-2017-negombo-17102256429163
Toyota Premio 2002 Car,Nittambuwa,6490000,157222,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-premio-1710213622131.jpg,https://riyasewana.com/cars/toyota-premio-2002-1710213622131.html
Honda FIT GP1 2012 Car,Kadawatha,6375000,135000,2025-02-17,https://riyasewana.com/thumb/thumbhonda-fit-gp1-171020424541.jpg,https://riyasewana.com/cars/honda-fit-gp1-2012-1710204245411.html
Toyota Axio 2007 Car,Avissawella,7250000,130000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-axio-171018044341.jpg,https://riyasewana.com/cars/toyota-axio-2007-1710180443411.html
Toyota Axio 2007 Car,Nittambuwa,6990000,173888,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-axio-1710162722051.jpg,https://riyasewana.com/cars/toyota-axio-2007-17101627220511.html
Toyota Belta 2011 Car,Matara,7000000,114000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-belta-1710153517235.jpg,https://riyasewana.com/cars/toyota-belta-2011-car-matara-1710153517235
Honda Fit 2015 Car,Kaduwela,8000000,97000,2025-02-17,https://riyasewana.com/thumb/thumbhonda-honda-fit-2015-1710131112201.jpg,https://riyasewana.com/cars/honda-fit-2015-car-kaduwela-1710131112201
Toy Vios Belta 2007 Car,Ja-Ela,6590000,141000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-vios-belta-2007-1710102112461.jpg,https://riyasewana.com/cars/toy-vios-belta-2007-car-ja-ela-1710102112461
Suzuki Wagon R Stingray 2017 Car,Kalmunai,6775000,57000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-171005064211.jpg,https://riyasewana.com/cars/suzuki-wagon-r-stingray-2017-car-kalmunai-171005064211
Honda Fit GP1 2012 Car,Nugegoda,6900000,115000,2025-02-7,https://riyasewana.com/thumb/thumbhonda-fit-gp1-17100211741.jpg,https://riyasewana.com/cars/honda-fit-gp1-2012-car-nugegoda-17100211741
Honda INSIGHT ZE2 2009 Car,Kurunegala,6900000,196000,2025-02-17,https://riyasewana.com/thumb/thumbhonda-insight-ze-17959354611.jpg,https://riyasewana.com/cars/honda-insight-ze2-2009-car-kurunegala-17959354611
Toyota Axio WXB 2017,Colombo,13750000,84000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-axio-wxb-919155617231.jpg,https://riyasewana.com/cars/toyota-axio-wxb-2017-colombo-13750000-84000-km-2025-02-16
Toyota Premio 2017,Kottawa,,110000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-premio-2017-1216300112061.jpg,https://riyasewana.com/cars/toyota-premio-2017-kottawa-negotiable-110000-km-2025-02-15
Toyota GLI 141 Corolla 2012,Colombo,,128000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-gli-141-151453584911.jpg,https://riyasewana.com/cars/toyota-gli-141-corolla-2012-colombo-negotiable-128000-km-2025-02-16
Suzuki Swift RS Turbo Safety 2019,Colombo,9440000,52000,2025-02-14,https://riyasewana.com/thumb/thumbsuzuki-swift-rs-1423393417411.jpg,https://riyasewana.com/cars/suzuki-swift-rs-turbo-safety-2019-colombo-9440000-52000-km-2025-02-14
Toyota AQUA X URBAN 2015,Nugegoda,8890000,113000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-aqua-x-179284941.jpg,https://riyasewana.com/cars/toyota-aqua-x-urban-2015-179284941.html
Honda INSIGHT ZE2 2009,Kurunegala,6900000,196000,2025-02-17,https://riyasewana.com/thumb/thumbhonda-insight-ze-17959354611.jpg,https://riyasewana.com/cars/honda/insight/ze2/2009/17959354611
Toyota Aqua 2012,Piliyandala,6730000,189500,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-aqua-2012-179454912201.jpg,https://riyasewana.com/cars/toyota/aqua/2012/179454912201
Daihatsu Tanto 2015,Ja-Ela,6000000,31,2025-02-17,https://riyasewana.com/thumb/thumbdaihatsu-tanto-custom-2015-179450312031.jpg,https://riyasewana.com/cars/daihatsu/tanto/custom/2015/179450312031
Toyota Corolla 141 2009,Piliyandala,6485000,201000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-corolla-141-1794334631.jpg,https://riyasewana.com/cars/toyota/corolla/141/2009/1794334631
Toyota Belta 2008,Dehiwala-Mount-Lavinia,6275000,136000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-belta-1300-179331522091.jpg,https://riyasewana.com/cars/toyota/belta/1300/2008/179331522091
Toyota Prius 2010 Car,Tangalle,8425000,170000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-prius-2010-179201912051.jpg,https://riyasewana.com/cars/toyota-prius-2010-tangalle-179201912051
Toyota Vitz Safety 2016 Car,Katunayake,8275000,64250,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-vitz-safety-2016-179201512851.jpg,https://riyasewana.com/cars/toyota-vitz-safety-2016-katunayake-179201512851
Honda Fit Gp1 2012 Car,Negombo,6390000,170000,2025-02-17,https://riyasewana.com/thumb/thumbhonda-fit-gp1-71538321.jpg,https://riyasewana.com/cars/honda-fit-gp1-2012-negombo-71538321
Toyota Belta 2008 Car,Colombo,6240000,178000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-belta-2008-179053312951jpg,https://riyasewana.com/cars/toyota-belta-2008-colombo-179053312951
Honda FIT GP5 L 2015 Car,Dehiwala-Mount-Lavinia,9000000,,2025-02-17,https://riyasewana.com/thumb/thumbhonda-fit-gp5-1492249261.jpg,https://riyasewana.com/cars/honda-fit-gp5-l-2015-dehiwala-mount-lavinia-1492249261
Mazda Rx-8 Sports 2021 Car,Kaduwela,7450000,63870,2025-02-17,https://riyasewana.com/thumb/thumbmazda-rx-8-sports-176542522771.jpg,
Honda Fit Gp5 2014 Car,Kandy,7775000,87000,2025-02-17,https://riyasewana.com/thumb/thumbhonda-fit-gp5-17642534091.jpg,
Toyota Avanza 2008 Car,Marawila,6900000,79000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-avanza-176265317201.jpg,
Kia Picanto 2016 Car,Pannipitiya,6000000,62000,2025-02-17,https://riyasewana.com/thumb/thumbkia-picanto-2016-170035912861.jpg,
Nissan Leaf 2015 Car,Kotte,6750000,88000,2025-02-16,https://riyasewana.com/thumb/thumbnissan-leaf-1011034951.jpg,
Toyota Corolla 141 2007,Dankotuwa,6500000,185000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-corolla-141-2007-177530912561.jpg,https://riyasewana.com/toyota-corolla-141-2007-dankotuwa-177530912561.html
Toyota ALLION 240 2006,Gampaha,8100000,166000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-allion-240-2006-177433112721.jpg,https://riyasewana.com/toyota-allion-240-2006-gampaha-177433112721.html
Toyota Aqua Urban Limited 2015,Galle,8765000,90000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-aqua-urban-17727384571.jpg,https://riyasewana.com/toyota-aqua-urban-limited-2015-galle-17727384571.html
Mitsubishi Lancer Ex GLS 2007,Kaduwela,8590000,132800,2025-02-17,https://riyasewana.com/thumb/thumbmitsubishi-lancer-ex-177220122801.jpg,https://riyasewana.com/mitsubishi-lancer-ex-gls-2007-kaduwela-177220122801.html
Toyota Axio G Grade 2007,Kotte,7280000,142500,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-axio-2007-178283912801.jpg,https://riyasewana.com/vehicle/toyota-axio-g-grade-2007-178283912801
Toyota Allion 260 2007,Kurunegala,8250000,152000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-allion-260-2007-178272912551.jpg,https://riyasewana.com/vehicle/toyota-allion-260-2007-178272912551
Toyota Aqua 2012,Matara,7000000,121000,2025-02-17,https://riyasewana.com/thumb/thumbtoyota-aqua-2012-178165212021.jpg,https://riyasewana.com/vehicle/toyota-aqua-2012-178165212021
Suzuki Baleno 2017,Colombo,7850000,104000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-baleno-2017-178133612291.jpg,https://riyasewana.com/vehicle/suzuki-baleno-2017-178133612291
Suzuki Baleno 2017,Colombo,7850000,104000,2025-02-17,https://riyasewana.com/thumb/thumbsuzuki-baleno-2017-178133612291.jpg,https://riyasewana.com/vehicle/suzuki-baleno-2017-178133612291
Honda Fit Gp5 L Limited 2014 Car,Piliyandala,7995000,108000,2025-02-17,"https://riyasewana.com/thumb/thumbhonda-fit-
gp5-178133322121.jpg",https://riyasewana.com/cars/honda-fit-gp5-l-limited-2014-car-178133322121
Toyota Corolla 121 2008 Car,Piliyandala,7100000,161000,2025-02-17,"https://riyasewana.com/thumb/thumbtoyota-
corolla-121-178082522721.jpg",https://riyasewana.com/cars/toyota-corolla-121-2008-car-178082522721
Toyota Aqua 2014 Car,Bandarawela,7550000,130000,2025-02-17,"https://riyasewana.com/thumb/thumbtoyota-
aqua-2014-178033612831.jpg",https://riyasewana.com/cars/toyota-aqua-2014-car-178033612831
Honda Insight 2011 Car,Tangalle,7325000,164000,2025-02-17,"https://riyasewana.com/thumb/thumbhonda-
inshight-2011-177570112471.jpg",https://riyasewana.com/cars/honda-insight-2011-car-177570112471
Toyota Vitz 2017 Car,Kandy,7800000,85000,2017-01-01,"https://riyasewana.com/thumb/thumbtoyota-
vitz-177533322351.jpg",https://riyasewana.com/cars/toyota-vitz-2017-car-177533322351
Toyota Vitz 2016,Negombo,7775000,81000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-vitz-2016-1623325912452.jpg,https://riyasewana.com/cars/toyota-vitz-2016-negombo-7775000-81000-km-2025-02-16
Honda Fit GP1 2012,Minuwangoda,7250000,159000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-fit-gp1-2012-1623274212531.jpg,https://riyasewana.com/cars/honda-fit-gp1-2012-minuwangoda-7250000-159000-km-2025-02-16
Honda Civic FD3 2010,Gampaha,7500000,128000,2025-02-16,https://riyasewana.com/thumb/thumbhonda-honda-civic-162227374691.jpg,https://riyasewana.com/cars/honda-civic-fd3-2010-gampaha-7500000-128000-km-2025-02-16
Toyota Aqua G 2013,Kurunegala,8125000,120000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua-g-162149444471.jpg,https://riyasewana.com/cars/toyota-aqua-g-2013-kurunegala-8125000-120000-km-2025-02-16
Toyota Vitz 2018,Ampara,8950000,48000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-vitz-2018-2018-1621283912851.jpg,https://riyasewana.com/cars/toyota-vitz-2018-ampa-8950000-48000-km-2025-02-16
Toyota Aqua G Grade 2015,Kandy,8000000,100000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-aqua--16212128301.jpg,https://riyasewana.com/cars/toyota-aqua-g-grade-2015-kandy-8000000-100000-km-2025-02-16
Mitsubishi LANCER 2008,Hambantota,6000000,289000,2025-02-16,https://riyasewana.com/thumb/thumbmitsubishi-lancer-2008-1620565512861.jpg,https://riyasewana.com/cars/mitsubishi-lancer-2008-hambantota-6000000-289000-km-2025-02-16
Toyota Allion 260 2010 Car,Colombo,138000,138000,2025-02-15,https://riyasewana.com/thumb/thumbtoyota-allion-260-229115310942.jpg,https://riyasewana.com/search/cars/toyota-allion-260-2010-car-colombo-138000-km-2025-02-15
Daihatsu Mira 2016 Car,Piliyandala,81100,81100,2025-02-14,https://riyasewana.com/thumb/thumbdaihatsu-mira-14121215241.jpg,https://riyasewana.com/search/cars/daihatsu-mira-2016-car-piliyandala-81100-km-2025-02-14
Toyota GLI 141 Corolla 2012 Car,Colombo,128000,128000,2025-02-16,https://riyasewana.com/thumb/thumbtoyota-gli-141-151453584911.jpg,https://riyasewana.com/search/cars/toyota-gli-141-corolla-2012-car-colombo-128000-km-2025-02-16
